under_body2_AX,under_body2_AY,under_body2_AZ,under_body2_GX,under_body2_GY,under_body2_GZ,under_body3_AX,under_body3_AY,under_body3_AZ,under_body3_GX,under_body3_GY,under_body3_GZ
-3524,-6748,-12564,25957,-11229,6468,-10936,-20168,21860,202,-11011,-7459
32767,-23772,-7240,19412,-6470,29515,-32768,-2000,-32768,8925,-27681,23001
22264,19732,11408,-2821,32767,32288,20488,4344,-18916,-12861,-18522,-8450
3668,4496,23756,11050,4241,-1157,-14156,32408,-11540,-1579,21302,6100
32767,-11900,-3488,17969,14708,-32768,-32768,240,-31496,10180,32767,-14214
-10396,-4144,-31968,-9562,696,-5314,-11140,26232,32156,9372,19249,-9105
29416,32767,32767,21247,-32768,-4923,-32768,17788,3456,11437,-20146,-1385
32767,-5316,-10752,12911,-13530,32767,-12424,-7420,-32768,-3446,-30448,6132
-11776,32767,21420,-1366,32767,30317,3208,24608,-20344,11721,6280,9215
32767,25072,2648,24559,-15604,-6136,-8172,-24440,-21552,-32768,3948,6485
25752,-20828,-14728,-7696,27462,-32768,-32768,5904,-4428,0,0,0
4824,4536,-6248,-9196,-2980,-8719,-9840,14824,32767,-23417,19829,-1549
32767,-32768,-22340,-32768,-25359,-10264,-32768,8,-18616,-3108,-27788,6810
32767,4760,30376,-9350,-21956,32767,7776,-8504,-26012,-2601,-32768,-2603
-28452,32767,32767,-10309,-1871,-10351,-11764,6740,20460,17561,-22423,12510
32767,-13368,7748,-14498,-2045,-32768,17288,-13720,-29352,19018,14818,-3879
-5692,-25808,-20112,8713,28589,-7486,-32768,1368,11540,14586,32767,-6014
-708,4300,-808,32371,-3167,7275,-7256,-17248,27572,-1987,-9145,-5794
32767,-16240,-3180,18205,3234,30407,-32768,-20252,-32768,17408,-24268,19842
10716,18980,628,-10841,-7803,32406,11744,5592,-23096,-11929,-23661,-5547
144,1172,22188,10749,9227,-1526,2568,7536,-24292,-20080,31631,2878
32767,-17704,-7132,6906,13946,-32768,-32768,-7672,-31236,6256,32767,-14278
-3696,1404,-14644,-1228,-4321,-2243,-14148,22068,13192,12179,17094,-8403
22180,32767,32767,32577,-20151,-11757,-32712,12164,4836,6794,-15768,-3788
32767,-1912,-4368,3825,-13268,32767,-9908,-5496,-32768,10679,-17636,17050
-1520,32767,17652,-10213,28077,17524,9556,6464,-1616,-8295,-8421,4644
